"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"C23. If a woman in your community tries to negotiate a promotion or higher wages, how likely is it that any of the following consequences would occur?  Not likely, somewhat likely, or very likely? There is no right or wrong answer  a. She may be criticized","","","","","C23. If a woman in your community tries to negotiate a promotion or higher wages, how likely is it that any of the following consequences would occur?  Not likely, somewhat likely, or very likely? There is no right or wrong answer  a. She may be criticized","","","","","C23. If a woman in your community tries to negotiate a promotion or higher wages, how likely is it that any of the following consequences would occur?  Not likely, somewhat likely, or very likely? There is no right or wrong answer  a. She may be criticized","","","","","C23. If a woman in your community tries to negotiate a promotion or higher wages, how likely is it that any of the following consequences would occur?  Not likely, somewhat likely, or very likely? There is no right or wrong answer  a. She may be criticized","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","313","30.43","320","27.38","Not likely","523","45.87","524","46.04","Not likely","406","24.62","358","28.51","Not likely","1242","36.77","1202","37.53"
"Somewhat likely","577","52.59","526","58.74","Somewhat likely","568","43.91","542","44.21","Somewhat likely","556","60.77","519","57.71","Somewhat likely","1701","50.78","1587","50.78"
"Very likely","180","12.77","173","12.98","Very likely","93","9.17","97","8.94","Very likely","97","12.17","109","11.65","Very likely","370","10.59","379","10.37"
"Don’t Know","41","4.21","11","0.9","Don’t Know","15","1.04","10","0.81","Don’t Know","42","2.44","33","2.13","Don’t Know","98","1.85","54","1.33"
"","","","","","","","","","","","","","","","","","","",""
"b. She may be criticized by her family members","","","","","b. She may be criticized by her family members","","","","","b. She may be criticized by her family members","","","","","b. She may be criticized by her family members","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","375","37.92","361","32.48","Not likely","537","47.87","532","47.15","Not likely","525","30.37","467","32.93","Not likely","1437","40.65","1360","40.29"
"Somewhat likely","540","48.91","476","53","Somewhat likely","533","40.36","518","41.46","Somewhat likely","437","53.65","391","49.97","Somewhat likely","1510","45.94","1385","45.83"
"Very likely","160","9.79","172","12.67","Very likely","115","11.09","110","10.53","Very likely","105","14.65","128","15.27","Very likely","380","12.23","410","12.55"
"Don’t Know","36","3.39","21","1.84","Don’t Know","14","0.69","13","0.87","Don’t Know","34","1.33","33","1.83","Don’t Know","84","1.18","67","1.33"
"","","","","","","","","","","","","","","","","","","",""
"c. She may have arguments with her husband","","","","","c. She may have arguments with her husband","","","","","c. She may have arguments with her husband","","","","","c. She may have arguments with her husband","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","488","42.67","471","37.08","Not likely","539","47.11","537","49.94","Not likely","589","42.59","506","42.7","Not likely","1616","45.06","1514","45.93"
"Somewhat likely","474","46.03","439","52.98","Somewhat likely","505","36.19","478","34.91","Somewhat likely","371","44.12","354","41.27","Somewhat likely","1350","39.99","1271","39.08"
"Very likely","95","6.5","91","7.64","Very likely","121","13.37","123","10.91","Very likely","96","11.55","124","13.9","Very likely","312","12.04","338","11.74"
"Don’t Know","54","4.8","29","2.31","Don’t Know","34","3.33","35","4.24","Don’t Know","45","1.74","35","2.13","Don’t Know","133","2.9","99","3.25"
"","","","","","","","","","","","","","","","","","","",""
"d. She may have conflicts with her in-laws","","","","","d. She may have conflicts with her in-laws","","","","","d. She may have conflicts with her in-laws","","","","","d. She may have conflicts with her in-laws","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","480","42.48","466","36.52","Not likely","521","47.27","544","51.09","Not likely","552","40.64","511","46.75","Not likely","1553","44.43","1521","48.03"
"Somewhat likely","453","44.41","445","52.72","Somewhat likely","491","32.63","447","32.13","Somewhat likely","379","39.6","345","34.45","Somewhat likely","1323","36.28","1237","34.99"
"Very likely","125","7.81","89","7.84","Very likely","146","15.34","141","12.05","Very likely","121","17.69","123","16.27","Very likely","392","15.44","353","13.26"
"Don’t Know","53","5.3","30","2.92","Don’t Know","41","4.76","41","4.74","Don’t Know","49","2.07","40","2.53","Don’t Know","143","3.85","111","3.72"
"","","","","","","","","","","","","","","","","","","",""
"e. She may be considered greedy or immoral","","","","","e. She may be considered greedy or immoral","","","","","e. She may be considered greedy or immoral","","","","","e. She may be considered greedy or immoral","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","597","55.52","626","56.69","Not likely","622","53.22","621","55.6","Not likely","567","47.29","514","51.23","Not likely","1786","51.33","1761","54.03"
"Somewhat likely","350","31.36","309","34.75","Somewhat likely","400","29.37","372","27.6","Somewhat likely","356","32.55","346","33.12","Somewhat likely","1106","30.7","1027","30.4"
"Very likely","115","8.1","64","5.43","Very likely","144","14.34","136","12.74","Very likely","104","14.52","105","11.85","Very likely","363","13.79","305","11.7"
"Don’t Know","49","5.02","31","3.12","Don’t Know","33","3.06","44","4.06","Don’t Know","74","5.63","54","3.8","Don’t Know","156","4.17","129","3.87"
"","","","","","","","","","","","","","","","","","","",""
"f. She may be sabotaged or mistreated by other people at her work.","","","","","f. She may be sabotaged or mistreated by other people at her work.","","","","","f. She may be sabotaged or mistreated by other people at her work.","","","","","f. She may be sabotaged or mistreated by other people at her work.","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","583","52.12","553","43.28","Not likely","598","48.64","592","50.46","Not likely","528","42.49","471","44.07","Not likely","1709","46.78","1616","47.33"
"Somewhat likely","344","33.87","345","43.78","Somewhat likely","422","33.57","392","31.76","Somewhat likely","384","38.19","393","37.82","Somewhat likely","1150","35.25","1130","35.24"
"Very likely","120","8.31","103","10.17","Very likely","139","14.09","156","14.05","Very likely","109","14.52","103","13.8","Very likely","368","13.68","362","13.58"
"Don’t Know","64","5.71","29","2.77","Don’t Know","40","3.71","33","3.73","Don’t Know","80","4.8","52","4.3","Don’t Know","184","4.29","114","3.86"
"","","","","","","","","","","","","","","","","","","",""
"g. She may be demoted or have her wages reduced","","","","","g. She may be demoted or have her wages reduced","","","","","g. She may be demoted or have her wages reduced","","","","","g. She may be demoted or have her wages reduced","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","495","43.06","489","38.74","Not likely","586","49.02","576","50.32","Not likely","481","36.65","440","38.14","Not likely","1562","44.02","1505","44.54"
"Somewhat likely","395","38.69","398","49.64","Somewhat likely","385","29.7","392","30.2","Somewhat likely","429","42.06","410","40.21","Somewhat likely","1209","34.99","1200","35.9"
"Very likely","142","11.33","105","8.11","Very likely","158","13.56","142","11.57","Very likely","115","16.69","114","15.15","Very likely","415","14.45","361","12.61"
"Don’t Know","79","6.92","38","3.51","Don’t Know","70","7.72","63","7.92","Don’t Know","76","4.6","55","6.51","Don’t Know","225","6.53","156","6.96"
"","","","","","","","","","","","","","","","","","","",""
"h. She would be more respected in her community","","","","","h. She would be more respected in her community","","","","","h. She would be more respected in her community","","","","","h. She would be more respected in her community","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","155","14.09","107","9.67","Not likely","220","19.42","211","17.82","Not likely","279","23.47","230","21.87","Not likely","654","20.34","548","18.59"
"Somewhat likely","596","52.13","570","59.83","Somewhat likely","523","41.9","516","41.78","Somewhat likely","458","42.67","399","36.55","Somewhat likely","1577","43.18","1485","41.51"
"Very likely","320","29.59","329","27.99","Very likely","414","34.56","412","36.71","Very likely","323","32.28","351","36.45","Very likely","1057","33.26","1092","35.78"
"Don’t Know","40","4.19","24","2.51","Don’t Know","42","4.12","34","3.68","Don’t Know","41","1.58","39","5.13","Don’t Know","123","3.22","97","4.13"
"","","","","","","","","","","","","","","","","","","",""
"i. Her husband would be proud of her","","","","","i. Her husband would be proud of her","","","","","i. Her husband would be proud of her","","","","","i. Her husband would be proud of her","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","88","8.64","65","5.61","Not likely","159","13.85","160","13.77","Not likely","200","14.61","168","11.37","Not likely","447","13.61","393","12.07"
"Somewhat likely","500","47.01","459","53.05","Somewhat likely","460","37.96","464","38.65","Somewhat likely","406","32.21","334","30.73","Somewhat likely","1366","36.8","1257","37"
"Very likely","475","40.02","491","39.51","Very likely","537","43.95","497","42.5","Very likely","453","50.09","482","54.31","Very likely","1465","45.76","1470","46.74"
"Don’t Know","48","4.34","15","1.83","Don’t Know","43","4.24","52","5.08","Don’t Know","42","3.09","35","3.58","Don’t Know","133","3.84","102","4.19"
"","","","","","","","","","","","","","","","","","","",""
"j. Her parents/family would be proud of her","","","","","j. Her parents/family would be proud of her","","","","","j. Her parents/family would be proud of her","","","","","j. Her parents/family would be proud of her","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","94","8.89","63","6.02","Not likely","167","14.1","166","14.06","Not likely","165","10.88","157","10.27","Not likely","426","12.44","386","11.83"
"Somewhat likely","469","46.1","435","51.03","Somewhat likely","464","38.32","453","38.37","Somewhat likely","339","33.97","300","29.89","Somewhat likely","1272","37.53","1188","36.34"
"Very likely","506","40.26","513","40.96","Very likely","536","44.16","523","44.1","Very likely","561","52.51","529","56.66","Very likely","1603","46.76","1565","48.61"
"Don’t Know","42","4.75","19","1.99","Don’t Know","32","3.42","31","3.48","Don’t Know","36","2.64","33","3.18","Don’t Know","110","3.27","83","3.22"
"","","","","","","","","","","","","","","","","","","",""
"l. Her husband would be considered unsuccessful","","","","","l. Her husband would be considered unsuccessful","","","","","l. Her husband would be considered unsuccessful","","","","","l. Her husband would be considered unsuccessful","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","563","46.93","476","35.62","Not likely","520","48.22","516","48.31","Not likely","515","46.89","457","46.52","Not likely","1598","47.62","1449","46.41"
"Somewhat likely","285","28.94","298","39.29","Somewhat likely","375","25.61","367","27.96","Somewhat likely","277","24.38","271","26.89","Somewhat likely","937","25.5","936","28.64"
"Very likely","132","10.02","163","13.14","Very likely","209","16.52","196","13.96","Very likely","190","19.82","205","17.35","Very likely","531","17.06","564","15.18"
"Don’t Know","131","14.11","93","11.95","Don’t Know","95","9.65","94","9.78","Don’t Know","119","8.91","86","9.23","Don’t Know","345","9.82","273","9.78"
"","","","","","","","","","","","","","","","","","","",""
"C24. Unwanted sexual attention at the workplace can include staring/leering, repeated requests for romantic or sexual interactions despite refusal, touching in a way that makes the woman feel uncomfortable. Have you ever experienced unwanted sexual attenti","","","","","C24. Unwanted sexual attention at the workplace can include staring/leering, repeated requests for romantic or sexual interactions despite refusal, touching in a way that makes the woman feel uncomfortable. Have you ever experienced unwanted sexual attenti","","","","","C24. Unwanted sexual attention at the workplace can include staring/leering, repeated requests for romantic or sexual interactions despite refusal, touching in a way that makes the woman feel uncomfortable. Have you ever experienced unwanted sexual attenti","","","","","C24. Unwanted sexual attention at the workplace can include staring/leering, repeated requests for romantic or sexual interactions despite refusal, touching in a way that makes the woman feel uncomfortable. Have you ever experienced unwanted sexual attenti","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","59","9.37","0","0","Yes","72","17.52","0","0","Yes","75","18.53","1","13.1","Yes","206","16.97","1","12.73"
"No","337","83.17","2","100","No","196","67.86","1","100","No","401","74.42","6","82.04","No","934","73.07","9","82.54"
"Refused to respond","18","4.12","0","0","Refused to respond","22","5.62","0","0","Refused to respond","30","4.83","1","4.87","Refused to respond","70","5.04","1","4.73"
"Not applicable","30","3.34","0","0","Not applicable","23","9","0","0","Not applicable","37","2.22","0","0","Not applicable","90","4.92","0","0"
"","","","","","","","","","","","","","","","","","","",""
"C25. Have you ever experienced unwanted sexual attention in the workplace in the past 12 months?","","","","","C25. Have you ever experienced unwanted sexual attention in the workplace in the past 12 months?","","","","","C25. Have you ever experienced unwanted sexual attention in the workplace in the past 12 months?","","","","","C25. Have you ever experienced unwanted sexual attention in the workplace in the past 12 months?","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes, in the past 12 months","24","35","0","NaN","Yes, in the past 12 months","25","47.4","0","NaN","Yes, in the past 12 months","22","36.92","0","0","Yes, in the past 12 months","71","40.86","0","0"
"Not in the past 12 months","14","20.45","0","NaN","Not in the past 12 months","27","30.43","0","NaN","Not in the past 12 months","29","37.99","1","100","Not in the past 12 months","70","33.8","1","100"
"Refused to respond","8","17.31","0","NaN","Refused to respond","10","10.06","0","NaN","Refused to respond","11","18.8","0","0","Refused to respond","29","15.3","0","0"
"Not applicable","13","27.24","0","NaN","Not applicable","10","12.11","0","NaN","Not applicable","13","6.28","0","0","Not applicable","36","10.04","0","0"
"","","","","","","","","","","","","","","","","","","",""
"C26. How often do you think women receive unwanted sexual attention at your current workplace?","","","","","C26. How often do you think women receive unwanted sexual attention at your current workplace?","","","","","C26. How often do you think women receive unwanted sexual attention at your current workplace?","","","","","C26. How often do you think women receive unwanted sexual attention at your current workplace?","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Never","126","55.72","232","37.49","Never","42","66.26","167","51.07","Never","145","63.46","300","61.76","Never","313","62.57","699","54.14"
"Rarely","33","16.06","107","23.86","Rarely","17","12.58","37","14.57","Rarely","34","14.11","97","14.15","Rarely","84","14.1","241","15.84"
"Sometimes","28","16.74","123","27.03","Sometimes","7","1.85","34","14.08","Sometimes","27","11.49","68","13.93","Sometimes","62","9.87","225","16.06"
"Frequently","19","6.6","28","7.34","Frequently","0","0","5","1.77","Frequently","4","4.9","26","7.17","Frequently","23","3.87","59","5.29"
"Daily","1","1.13","5","1.69","Daily","0","0","3","1.55","Daily","3","0.96","4","0.95","Daily","4","0.72","12","1.28"
"Not applicable","25","3.74","30","2.59","Not applicable","14","19.31","42","16.97","Not applicable","27","5.09","30","2.03","Not applicable","66","8.87","102","7.39"
"","","","","","","","","","","","","","","","","","","",""
"C27. Is there a formal mechanism of reporting unwanted sexual attention at your current workplace?","","","","","C27. Is there a formal mechanism of reporting unwanted sexual attention at your current workplace?","","","","","C27. Is there a formal mechanism of reporting unwanted sexual attention at your current workplace?","","","","","C27. Is there a formal mechanism of reporting unwanted sexual attention at your current workplace?","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","52","24.3","120","22.56","Yes","12","19.78","55","17.28","Yes","45","31.55","146","34.48","Yes","109","26.59","321","26.51"
"No","150","70.43","332","66.12","No","55","58.43","170","53.44","No","159","62.87","297","54.28","No","364","63.25","799","55.86"
"Not applicable","30","5.27","73","11.32","Not applicable","13","21.78","63","29.28","Not applicable","36","5.59","82","11.25","Not applicable","79","10.16","218","17.63"
"","","","","","","","","","","","","","","","","","","",""
"C28. Do you think women feel safe using this reporting mechanism?","","","","","C28. Do you think women feel safe using this reporting mechanism?","","","","","C28. Do you think women feel safe using this reporting mechanism?","","","","","C28. Do you think women feel safe using this reporting mechanism?","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","43","83.48","85","68.09","Yes","12","100","48","94.26","Yes","38","91.01","125","91.34","Yes","93","91.42","258","88.87"
"No","9","16.52","33","29.52","No","0","0","6","5.19","No","7","8.99","17","4.68","No","16","8.58","56","8.15"
"Not applicable","0","0","2","2.4","Not applicable","0","0","1","0.55","Not applicable","0","0","4","3.98","Not applicable","0","0","7","2.98"
"","","","","","","","","","","","","","","","","","","",""
"C29. Have you ever been a victim of gender discrimination in your current workplace? By gender discrimination we mean that you were treated differently or unfairly because of your gender (being female or male), such as not being paid fairly or not being al","","","","","C29. Have you ever been a victim of gender discrimination in your current workplace? By gender discrimination we mean that you were treated differently or unfairly because of your gender (being female or male), such as not being paid fairly or not being al","","","","","C29. Have you ever been a victim of gender discrimination in your current workplace? By gender discrimination we mean that you were treated differently or unfairly because of your gender (being female or male), such as not being paid fairly or not being al","","","","","C29. Have you ever been a victim of gender discrimination in your current workplace? By gender discrimination we mean that you were treated differently or unfairly because of your gender (being female or male), such as not being paid fairly or not being al","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","28","11.2","70","11.24","Yes","9","10.61","36","11.03","Yes","21","14.47","67","18.11","Yes","58","12.65","173","14.52"
"No","178","84.44","394","79.65","No","59","70.56","200","69.98","No","197","82.88","400","73.33","No","434","79.69","994","73.15"
"Not applicable","26","4.37","61","9.11","Not applicable","12","18.83","52","18.99","Not applicable","22","2.65","58","8.56","Not applicable","60","7.66","171","12.33"
"","","","","","","","","","","","","","","","","","","",""
"C30a. Receiving the salary you wanted","","","","","C30a. Receiving the salary you wanted","","","","","C30a. Receiving the salary you wanted","","","","","C30a. Receiving the salary you wanted","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","57","25.18","145","28.79","Yes","49","59.62","108","35.09","Yes","50","31.89","109","36.8","Yes","156","38.37","362","34.92"
"No","163","72.09","360","68.85","No","28","37.22","171","61.32","No","178","66.24","384","57.75","No","369","59.2","915","60.77"
"Not applicable","12","2.73","20","2.36","Not applicable","3","3.16","9","3.59","Not applicable","12","1.86","32","5.45","Not applicable","27","2.42","61","4.3"
"","","","","","","","","","","","","","","","","","","",""
"C30b. Getting a raise","","","","","C30b. Getting a raise","","","","","C30b. Getting a raise","","","","","C30b. Getting a raise","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","67","27.17","157","26.82","Yes","40","47.79","108","39.09","Yes","38","28.59","102","32.54","Yes","145","33.78","367","33.95"
"No","153","70.1","343","69.68","No","37","50.75","168","56.39","No","186","69.23","390","63.88","No","376","64.12","901","62.16"
"Not applicable","12","2.73","25","3.49","Not applicable","3","1.47","12","4.51","Not applicable","16","2.18","33","3.57","Not applicable","31","2.1","70","3.89"
"","","","","","","","","","","","","","","","","","","",""
"C30c. Receiving a promotion","","","","","C30c. Receiving a promotion","","","","","C30c. Receiving a promotion","","","","","C30c. Receiving a promotion","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","54","19.26","117","16.21","Yes","39","42.98","85","33.1","Yes","26","20.62","75","23.08","Yes","119","26.73","277","25.53"
"No","163","76.24","380","79.53","No","36","53.54","182","57.27","No","179","75.77","392","70.92","No","378","69.5","954","67.47"
"Not applicable","15","4.5","28","4.26","Not applicable","5","3.48","21","9.63","Not applicable","35","3.6","58","6","Not applicable","55","3.76","107","7.01"
"","","","","","","","","","","","","","","","","","","",""
"C30d. Being assigned the kind of work that best matches your skillset","","","","","C30d. Being assigned the kind of work that best matches your skillset","","","","","C30d. Being assigned the kind of work that best matches your skillset","","","","","C30d. Being assigned the kind of work that best matches your skillset","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","78","33.95","149","23.27","Yes","47","63.5","125","53.24","Yes","34","28.02","85","27.11","Yes","159","39.49","359","35.73"
"No","141","62.63","350","73.25","No","29","29.99","149","38","No","174","67.65","383","65.79","No","344","55.76","882","57.16"
"Not applicable","13","3.43","26","3.48","Not applicable","4","6.5","14","8.76","Not applicable","32","4.33","57","7.09","Not applicable","49","4.75","97","7.11"
"","","","","","","","","","","","","","","","","","","",""
"C31. Do you feel anything is being done to improve gender equality in your workplace?","","","","","C31. Do you feel anything is being done to improve gender equality in your workplace?","","","","","C31. Do you feel anything is being done to improve gender equality in your workplace?","","","","","C31. Do you feel anything is being done to improve gender equality in your workplace?","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","69","24.55","145","21.8","Yes","43","42.22","101","29.82","Yes","49","33.51","116","36.6","Yes","161","34.05","362","31.86"
"No","132","63.66","275","59.22","No","22","27.9","127","41.59","No","112","41.43","274","45.92","No","266","42.41","676","46.5"
"Don't Know","25","9.9","91","16.5","Don't Know","7","14.33","35","18.27","Don't Know","48","20.57","66","9.7","Don't Know","80","16.45","192","13.8"
"Not applicable","6","1.89","14","2.48","Not applicable","8","15.55","25","10.31","Not applicable","31","4.48","69","7.78","Not applicable","45","7.09","108","7.83"
"","","","","","","","","","","","","","","","","","","",""
"C32. How many women in your community do you think work outside of their home for money? None, few, some, most?","","","","","C32. How many women in your community do you think work outside of their home for money? None, few, some, most?","","","","","C32. How many women in your community do you think work outside of their home for money? None, few, some, most?","","","","","C32. How many women in your community do you think work outside of their home for money? None, few, some, most?","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"None","222","19.21","220","23.21","None","430","33.28","406","37.21","None","68","8.4","68","6.71","None","720","23.02","694","24.18"
"Few","214","20.17","200","22.48","Few","276","27.74","264","26.57","Few","282","23.15","259","24.6","Few","772","25.36","723","25.42"
"Some","440","42.73","395","37.53","Some","343","26.48","344","25.85","Some","361","37.96","352","36.83","Some","1144","32.17","1091","31.18"
"Most","155","12.1","163","12.04","Most","78","6.11","84","5.53","Most","365","28.07","313","28","Most","598","14.53","560","14.76"
"Don’t know","80","5.8","52","4.75","Don’t know","72","6.38","75","4.83","Don’t know","25","2.42","27","3.86","Don’t know","177","4.91","154","4.45"
"","","","","","","","","","","","","","","","","","","",""
"C33a. She may be criticized","","","","","C33a. She may be criticized","","","","","C33a. She may be criticized","","","","","C33a. She may be criticized","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","387","37.33","376","33.54","Not likely","508","43.12","507","45.7","Not likely","461","28.85","423","25.69","Not likely","1356","37.46","1306","36.87"
"Somewhat likely","518","48.9","450","53.02","Somewhat likely","567","45.14","545","42.67","Somewhat likely","524","55.64","468","59.07","Somewhat likely","1609","49.25","1463","49.95"
"Very likely","160","10.13","171","11.63","Very likely","106","10.48","107","10.24","Very likely","87","12.92","95","12.13","Very likely","353","11.31","373","11.1"
"Don’t Know","46","3.64","33","1.81","Don’t Know","18","1.27","14","1.39","Don’t Know","29","2.59","33","3.1","Don’t Know","93","1.97","80","2.09"
"","","","","","","","","","","","","","","","","","","",""
"C33b. She may have arguments with her husband","","","","","C33b. She may have arguments with her husband","","","","","C33b. She may have arguments with her husband","","","","","C33b. She may have arguments with her husband","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","528","44.97","493","38.96","Not likely","529","43.1","538","45.83","Not likely","578","39.58","501","35.99","Not likely","1635","42.03","1532","41.4"
"Somewhat likely","447","43.29","412","49.55","Somewhat likely","519","40.69","460","38.87","Somewhat likely","382","41.35","369","45.72","Somewhat likely","1348","41.18","1241","42.52"
"Very likely","78","6.61","69","6.58","Very likely","109","12.27","133","10.55","Very likely","87","14.19","109","14.87","Very likely","274","12.39","311","11.82"
"Don’t Know","58","5.13","56","4.91","Don’t Know","42","3.95","42","4.75","Don’t Know","54","4.89","40","3.42","Don’t Know","154","4.4","138","4.26"
"","","","","","","","","","","","","","","","","","","",""
